PR Number,Title,State,URL,Created At,Merged At
50160,[SPARK-51393][PYTHON] Fallback to regular Python UDF when Arrow is not found but Arrow-optimized Python UDFs enabled,closed,,2025-03-05T02:21:17Z,None
50159,[SPARK-51391][SQL][CONNECT] Fix `SparkConnectClient` to respect `SPARK_USER` and `user.name`,closed,,2025-03-05T00:38:17Z,None
50158,[SPARK-51390][INFRA] Add more dependencies in LICENSE-binary for Spark 4.0.0 release,closed,,2025-03-04T22:22:57Z,None
50157,[WIP] [SPARK-51097] [SS] Split apart SparkPlan metrics and instance metrics,closed,,2025-03-04T21:50:50Z,None
50156,[SPARK-51389][BUILD] Allow full customization of profiles in scalastyle,closed,,2025-03-04T21:16:07Z,None
50155,[SPARK-50855][CONNECT][TESTS][FOLLOWUP] Refactor `TransformWithStateConnectSuite` to run `DROP TABLE IF EXISTS my_sink` in `beforeAll/afterEach`,closed,,2025-03-04T17:53:43Z,None
50154,[SPARK-51388][SQL] Improve SQL fragment propagation in to_timestamp and UNION,closed,,2025-03-04T16:36:47Z,None
50153,[SPARK-51384][SQL] Support `java.time.LocalTime` as the external type of `TimeType`,closed,,2025-03-04T16:35:42Z,None
50152,[MINOR][CORE] Remove unused `private[executor] var httpUrlConnectionTimeoutMillis` from `ExecutorClassLoader`,closed,,2025-03-04T16:14:50Z,None
50151,Test sbt 1.10.10,open,,2025-03-04T16:13:59Z,None
50150,[SPARK-51387][BUILD] Upgrade Netty to 4.1.119.Final,closed,,2025-03-04T15:17:16Z,None
50149,[SPARK-51386][CORE][SQL] Assign name to error conditions _LEGACY_ERROR_TEMP_3300-3302,closed,,2025-03-04T14:23:29Z,None
50148,[SPARK-51385][SQL] Normalize out projection added in DeduplicateRelations for union child output deduplication,closed,,2025-03-04T13:10:41Z,None
50147,[MINOR][DOCS] Add `spark.taskMetrics.trackUpdatedBlockStatuses` description for configuration.md,open,,2025-03-04T11:38:52Z,None
50146,[SPARK-51029][INFRA][FOLLOWUP] Remove LICENSE and NOTICE for unused/duplicated hive deps,closed,,2025-03-04T08:47:22Z,None
50145,[SPARK-51383][PYTHON][CONNECT] Avoid making RPC calls if clients are already known as stopped,closed,,2025-03-04T08:02:34Z,None
50144,[SPARK-51381][SQL][CONNECT] Show `Session ID` in `Spark Connect Session` page,closed,,2025-03-04T04:37:02Z,None
50143,[SPARK-51380][SQL] Add visitSQLFunction and visitAggregateFunction to improve the flexibility of V2ExpressionSQLBuilder,closed,,2025-03-04T03:43:57Z,None
50142,[SPARK-51379][ML] Move treeAggregate's final aggregation from driver to executor,closed,,2025-03-04T01:15:43Z,None
50141,[SPARK-51378][CORE] Apply JsonProtocol's accumulableExcludeList to ExecutorMetricsUpdate and TaskEndReason,closed,,2025-03-04T01:12:15Z,None
50140,[WIP] testing shcema evol,closed,,2025-03-03T23:31:14Z,None
50139,[SPARK-51375][SQL][CONNECT] Suppress `SparkConnect(Execution|Session)Manager.periodicMaintenance` log messages,closed,,2025-03-03T23:24:52Z,None
50138,[SPARK-51374][CORE] Switch to Using java.util.Map in Logging APIs,closed,,2025-03-03T19:33:23Z,None
50137,[SPARK-51372][SQL] Introduce a builder pattern in TableCatalog,open,,2025-03-03T19:29:37Z,None
50136,[SPARK-51371] [SQL] Change toString to toPrettySQL when building Aliases in ResolveAggregateFunctions,closed,,2025-03-03T17:30:51Z,None
50135,[SPARK-51370] Code clarity improvements for INSERT INTO parsing codes in AstBuilder.scala,closed,,2025-03-03T14:02:57Z,None
50134,[SPARK-45641][DOCS][FOLLOWUP] Add `Started At` description for web-ui.md,closed,,2025-03-03T12:33:33Z,None
50133,[SPARK-48538][SQL][FOLLOWUP] Add info logs when overriding HiveConf,closed,,2025-03-03T10:01:27Z,None
50132,[SPARK-51369][SQL] Fix FOR cursor variable to work with mixed case names,closed,,2025-03-03T08:57:57Z,None
50131,[SPARK-51316][PYTHON][FOLLOW-UP] Change default value from 256MB to 16MB,closed,,2025-03-03T08:34:16Z,None
50130,[SPARK-51368][SS][PYTHON][TEST] Disable Schema Evolution Suite in Connect TransformWithState for Python Suite,closed,,2025-03-03T06:44:25Z,None
50129,[SPARK-51366][SQL] Add a new visitCaseWhen method to V2ExpressionSQLBuilder,closed,,2025-03-03T03:28:12Z,None
50128,[SPARK-50578][PYTHON][SS][FOLLOW-UP] Add the Python new package into setup.py,closed,,2025-03-03T03:28:00Z,None
50127,"Revert ""[SPARK-51309][BUILD] Upgrade rocksdbjni to 9.10.0""",closed,,2025-03-03T03:25:03Z,None
50126,[SPARK-51364][SQL][TESTS] Improve the integration tests for external data source by check filter pushed down,closed,,2025-03-03T02:49:22Z,None
50125,[SPARK-51363][SQL]`Desc As JSON` clustering column names,closed,,2025-03-03T02:43:14Z,None
50124,[SPARK-51362][SQL] Change toJSON to use NextIterator API to eliminate adjacent record dependency,closed,,2025-03-02T05:29:28Z,None
50123,[SPARK-51358] [SS] Introduce snapshot upload lag detection through StateStoreCoordinator,open,,2025-03-01T00:56:14Z,None
50122,[SPARK-43221][CORE] Host local block fetching should use a block status of a block stored on disk,closed,,2025-03-01T00:39:20Z,None
50121,[SPARK-50615][FOLLOWUP][SQL] Avoid dropping metadata in the push rule.,closed,,2025-03-01T00:28:54Z,None
50120,[MINOR][TESTS][CONNECT] Fix the teardown function of test_connect_function.py,closed,,2025-03-01T00:02:06Z,None
50119,[SPARK-51373] [SS] Removing extra copy for column family prefix from 'ReplyChangelog',closed,,2025-02-28T23:17:21Z,None
50118,[SPARK-51357][SQL] Preserve plan change logging level for views,closed,,2025-02-28T16:10:51Z,None
50117,[SPARK-51355][DOCS] Add a brief explanation for Spark Connect at PySpark Overview page,closed,,2025-02-28T10:35:55Z,None
50116,[MINOR][DOCS] Fix code comments for Executor,closed,,2025-02-28T10:34:28Z,None
50115,[SPARK-51367][BUILD] Upgrade slf4j to 2.0.17,closed,,2025-02-28T10:00:04Z,None
50114,[SPARK-51353][INFRA][BUILD] Retry dyn/closer.lua for mvn before falling back to archive.a.o,closed,,2025-02-28T09:17:23Z,None
50113,[SPARK-51354][K8S][TEST][DOC] Fix sbt K8s integration test arg javaImageTag,closed,,2025-02-28T09:08:48Z,None
50112,[SPARK-49488][SQL][FOLLOWUP] Use correct MySQL datetime functions when pushing down EXTRACT,closed,,2025-02-28T07:59:54Z,None
50111,[SPARK-51316][PYTHON][FOLLOW-UP] Revert unrelated changes and mark mapInPandas/mapInArrow batched in byte size,closed,,2025-02-28T07:32:01Z,None
50110,[SPARK-51351][SS] Do not materialize the output in Python worker for TWS,closed,,2025-02-28T02:24:37Z,None
50109,[SPARK-51350][SQL] Implement Show Procedures,open,,2025-02-28T01:39:14Z,None
50108,"[SPARK-51349][SQL][TESTS] Change precedence of null and ""null"" in sorting in QueryTest",open,,2025-02-28T01:18:23Z,None
50107,[SPARK-51341][CORE] Cancel time task with suitable way.,closed,,2025-02-27T13:41:47Z,None
50106,[SPARK-51340][ML][CONNECT] Model size estimation for linear classification & regression models,closed,,2025-02-27T11:57:56Z,None
50105,[SPARK-51339][BUILD] Remove `IllegalImportsChecker` for `s.c.Seq/IndexedSeq` from `scalastyle-config.xml`,closed,,2025-02-27T11:55:12Z,None
50104,[SPARK-51337][SQL] Add maxRows to CTERelationDef and CTERelationRef,closed,,2025-02-27T11:20:48Z,None
50103,[SPARK-51342][SQL] Add `TimeType`,closed,,2025-02-27T11:09:41Z,None
50102,[SPARK-51334][CONNECT] Add java/scala version in analyze spark_version response,open,,2025-02-27T10:52:22Z,None
50101,[SPARK-49756][SQL][FOLLOWUP] Use correct pgsql datetime fields when pushing down EXTRACT,closed,,2025-02-27T09:23:34Z,None
50100,[SPARK-51278][FOLLOWUP][DOCS] Update JSON format from documentation,closed,,2025-02-27T07:09:47Z,None
50099,[SPARK-44856][PYTHON] Improve Python UDTF arrow serializer performance,open,,2025-02-27T05:13:35Z,None
50098,[SPARK-51333][ML][PYTHON][CONNECT] Unwrap `InvocationTargetException` thrown by `invokeMethod`,closed,,2025-02-27T04:34:31Z,None
50097,"[SPARK-51332][SQL] DS V2 supports push down BIT_AND, BIT_OR, BIT_XOR, BIT_COUNT and BIT_GET",open,,2025-02-27T03:33:25Z,None
50096,[SPARK-51330][PYTHON] Enable spark.sql.execution.pythonUDTF.arrow.enabled by default,closed,,2025-02-27T02:26:47Z,None
50095,[SPARK-51329][ML][PYTHON] Add `numFeatures` for clustering models,closed,,2025-02-27T02:10:35Z,None
50094,[SPARK-51326][CONNECT][4.0] Remove LazyExpression proto message,closed,,2025-02-27T00:17:20Z,None
50093,[SPARK-51326][CONNECT] Remove LazyExpression proto message,closed,,2025-02-26T22:33:12Z,None
50092,[SPARK-51325] Check in source code for `smallJar.jar`,closed,,2025-02-26T19:02:12Z,None
50091,[SPARK-51280][CONNECT] Improve RESPONSE_ALREADY_RECEIVED error class,closed,,2025-02-26T12:57:38Z,None
50090,[SPARK-51324][SQL] Fix nested FOR statement throwing error if empty result,closed,,2025-02-26T12:48:53Z,None
50089,"[SPARK-51323][PYTHON] Duplicate ""total"" on Py SQL metrics",closed,,2025-02-26T12:31:07Z,None
50088,[SPARK-51322][SQL] Better error message for streaming subquery expression,closed,,2025-02-26T12:07:53Z,None
50087,[SPARK-50792][SQL][TESTS][FOLLOWUP] Test case should reuse the exists table,closed,,2025-02-26T11:08:38Z,None
50086,[SPARK-51314][DOCS][PS] Add proper note for distributed-sequence about indeterministic case,closed,,2025-02-26T08:02:47Z,None
50085,[SPARK-50759][SQL] Deprecate a few legacy Catalog APIs,closed,,2025-02-26T05:43:09Z,None
50084,[SPARK-51277][PYTHON] Implement 0-arg implementation in Arrow-optimized Python UDF,closed,,2025-02-26T04:52:47Z,None
50083,[SPARK-51317][PYTHON] Require pandas as well for Arrow-optimized Python UDF,closed,,2025-02-26T03:44:52Z,None
