PR Number,Title,State,URL,Created At,Merged At
14737,Bump io.opentelemetry:opentelemetry-bom from 1.42.0 to 1.42.1,closed,,2024-09-30T07:07:55Z,2024-10-04T15:49:51Z
14736,Bump byte-buddy_version from 1.15.1 to 1.15.3,closed,,2024-09-30T07:06:34Z,2024-10-02T01:51:12Z
14735,Bump log4j2_version from 2.24.0 to 2.24.1,closed,,2024-09-30T07:06:09Z,2024-10-02T01:51:05Z
14734,Bump io.zipkin.reporter2:zipkin-reporter-bom from 3.4.0 to 3.4.2,closed,,2024-09-30T07:05:42Z,2024-10-02T01:50:56Z
14733,Bump junit_jupiter_version from 5.9.3 to 5.11.1,closed,,2024-09-30T07:05:29Z,None
14732,Disable check when create MetadataService invoker to prevent memory leak,closed,,2024-09-30T02:38:41Z,2024-09-30T02:38:55Z
14731,Implement Destroyable in MetadataServiceV2,closed,,2024-09-30T02:38:22Z,2024-09-30T02:39:13Z
14730,Fix safeLock not run when interrupt & Fix partial notification being cancelled in ServiceInstancesChangedListener,closed,,2024-09-29T04:09:41Z,2024-09-30T02:39:04Z
14726,Support configuration of disallowed content-types,closed,,2024-09-25T15:35:08Z,2024-09-27T08:14:35Z
14724,Fix native image for proxy,closed,,2024-09-25T14:04:22Z,2024-09-25T14:39:12Z
14723,Support single file mode in dubbo-maven-plugin,closed,,2024-09-25T11:47:14Z,2024-09-26T02:58:38Z
14718,Fix triple client connection shareing race condition,closed,,2024-09-24T10:33:50Z,2024-09-27T09:30:35Z
14714,Returns a matching http status code based on the rest mappings,closed,,2024-09-23T16:12:39Z,2024-09-27T08:14:57Z
14713,Bump commons-io:commons-io from 2.16.1 to 2.17.0,closed,,2024-09-23T07:16:14Z,2024-09-27T08:11:30Z
14712,Bump curator5_version from 4.2.0 to 5.7.0,closed,,2024-09-23T07:15:40Z,2024-09-27T08:11:46Z
14711,Bump commons-codec:commons-codec from 1.16.0 to 1.17.1,closed,,2024-09-23T07:15:15Z,2024-09-27T09:07:08Z
14710,Bump io.zipkin.reporter2:zipkin-reporter-bom from 3.4.0 to 3.4.2,closed,,2024-09-23T07:15:10Z,2024-09-27T08:11:51Z
14709,Bump org.apache.groovy:groovy from 4.0.21 to 4.0.23,closed,,2024-09-23T07:14:56Z,2024-09-27T08:12:06Z
14708,Bump org.awaitility:awaitility from 4.2.0 to 4.2.2,closed,,2024-09-23T07:14:45Z,2024-09-27T08:12:21Z
14707,Bump com.alibaba.fastjson2:fastjson2 from 2.0.52 to 2.0.53,closed,,2024-09-23T07:14:37Z,2024-09-27T08:12:14Z
14706,Bump grpc.version from 1.66.0 to 1.68.0,closed,,2024-09-23T07:14:29Z,2024-09-27T08:12:29Z
14705,Move observability autoconfigure to dubbo-spring-boot-autoconfigure,closed,,2024-09-22T06:23:36Z,2024-09-29T02:09:11Z
14704,Bump com.google.protobuf:protobuf-java from 3.25.4 to 3.25.5 in /dubbo-dependencies-bom,closed,,2024-09-21T15:25:40Z,2024-09-22T04:11:46Z
14702,Added support for configuring Tomcat HTTP2 max stream size in Spring boot,closed,,2024-09-20T15:13:33Z,2024-09-30T01:42:09Z
14700,bugfix: application/x-www-form-urlencoded There is a problem with parameter parsing,closed,,2024-09-20T06:11:39Z,2024-09-20T13:57:56Z
14698,Bump com.google.protobuf:protobuf-java from 3.25.0 to 3.25.5 in /dubbo-maven-plugin,closed,,2024-09-19T16:25:15Z,2024-09-21T15:25:01Z
